"latitude","longitude","@id","name","tourism","hiking","bicycle"
45.7365465,11.0704316,"node/4555457025",,"information",,
45.7308503,11.07842,"node/4555457028","Motori","information",,
45.8796303,11.1880122,"node/4570722851",,"information",,
46.0059059,11.2728313,"node/4585114915",,"information","yes",
46.0059765,11.2728704,"node/4585114919",,"information","yes",
46.0130783,11.2663847,"node/4585114923",,"information","yes",
46.0131227,11.2636638,"node/4585114924",,"information","yes",
46.0131984,11.2664915,"node/4585114925",,"information","yes",
46.013999,11.2649036,"node/4585114926",,"information","yes",
46.0147502,11.2637938,"node/4585114927",,"information","yes",
46.0104126,11.2705304,"node/4586507281",,"information","yes",
46.0112074,11.2674766,"node/4586507288",,"information","yes",
46.1190539,11.4898008,"node/4590564609",,"information",,
46.1227671,11.4864039,"node/4590567070",,"information",,
46.1216515,11.4875065,"node/4590567072",,"information",,
46.1454798,11.1131039,"node/4592196039",,"information","yes",
46.1621684,11.1403287,"node/4592489942","Maso Roncador","information","yes",
46.1613325,11.1345069,"node/4592489944","Passo Croce","information","yes",
46.1615255,11.1346289,"node/4592489945","Passo Croce","information","yes",
46.1510935,11.1187569,"node/4592489946","Strada dei Masi","information","yes",
46.1463416,11.1157156,"node/4592489953",,"information","yes",
46.1502063,11.1181627,"node/4592489969",,"information","yes",
46.1511015,11.1187446,"node/4592489970",,"information","yes",
46.1511238,11.1187043,"node/4592489971",,"information","yes",
46.1550197,11.12646,"node/4592489983",,"information","yes",
46.1623801,11.1402958,"node/4592490527",,"information","yes",
46.1624197,11.1345084,"node/4592490528",,"information","yes",
46.1633309,11.1351248,"node/4592490529",,"information","yes",
46.1648274,11.1272251,"node/4592490533",,"information","yes",
46.1662125,11.1446929,"node/4592490535",,"information","yes",
46.1662349,11.144716,"node/4592490536",,"information",,
46.16759,11.1446617,"node/4592490537",,"information","yes",
46.168604,11.1430445,"node/4592490539",,"information","yes",
46.1727665,11.148046,"node/4592490544",,"information",,
46.1728065,11.1479919,"node/4592490545",,"information","yes",
46.1739542,11.1456791,"node/4592490560",,"information","yes",
46.1746434,11.1471502,"node/4592490563",,"information","yes",
46.1748475,11.1513801,"node/4592490567",,"information",,
46.1748775,11.1514173,"node/4592490568",,"information","yes",
46.1754046,11.1510698,"node/4592490572",,"information",,
46.1754131,11.1510364,"node/4592490573",,"information","yes",
46.1807391,11.1546299,"node/4592490794",,"information","yes",
46.1807798,11.1546239,"node/4592490795",,"information","yes",
46.0895347,11.5150272,"node/4592617057","38","information","yes",
46.0845048,11.5152604,"node/4592617058","384","information","yes",
46.1057122,11.5152401,"node/4592617067","Trodo dei Salti","information","yes",
46.1008153,11.5140831,"node/4592617068","Trodo dei Salti","information","yes",
46.0967853,11.5236555,"node/4592617073","Praetto","information","yes",
46.0990036,11.5236812,"node/4592617076","Praetto","information","yes",
46.0978095,11.5251951,"node/4592617077","Serpentine","information","yes",
46.144347,11.1126656,"node/4592727908",,"information","yes",
46.1443533,11.1126622,"node/4592727909",,"information","yes",
46.1129333,11.5612844,"node/4594049550","Malga Rava di Sopra","information","yes",
46.1141097,11.5736316,"node/4594049551",,"information","yes",
46.1106214,11.5534914,"node/4594049552","Val di Rava","information","yes",
46.0975665,11.5771572,"node/4594049553","Malga Fierollo di Sotto","information","yes",
46.0972806,11.5702398,"node/4594049554","Capitello della Maria F.","information","yes",
45.9453541,11.2688891,"node/4597636733",,"information","yes",
46.2896597,11.155258,"node/4621709879","Sella di Favogna","information",,
46.135729,11.127419,"node/4621742129","Gazzadina Case Nuove","information","yes",
46.1388778,11.1317548,"node/4621742136","Maso Monauni o Zandron","information","yes",
46.1381064,11.1229705,"node/4621742137","Maso Pasolli Pisetta","information","yes",
46.1383708,11.1233711,"node/4621742138","Maso Pasolli","information","yes",
46.1379281,11.1187207,"node/4621742139","San Lazzaro","information","yes",
46.1373621,11.1202015,"node/4621742140",,"information","yes",
46.1396908,11.1312722,"node/4621742146",,"information","yes",
45.7566531,11.0067845,"node/4621797815",,"information",,
45.7572844,11.0035519,"node/4621812003",,"information",,
45.7575407,11.0022829,"node/4621812004",,"information",,
45.7572016,11.0048457,"node/4621812005",,"information",,
45.7567477,11.0049588,"node/4621812006",,"information",,
45.756614,11.0062066,"node/4621812007",,"information",,
45.7568355,11.0013584,"node/4626441665",,"information",,
45.757673,11.0027687,"node/4626441666",,"information",,
45.7578013,11.0052252,"node/4626441667",,"information",,
45.7578741,11.0053718,"node/4626441668",,"information",,
45.7581953,11.0054203,"node/4626441669",,"information",,
45.7183117,11.0392276,"node/4634160519",,"information","yes",
45.7174438,11.0420246,"node/4634160520",,"information","yes",
46.1167267,11.2787876,"node/4636924177","Segnaletica verticale","information",,
45.7203306,11.023617,"node/4637336355",,"information","yes",
45.7179865,11.0272762,"node/4637336356",,"information","yes",
45.7318429,11.0119933,"node/4637473452",,"information","yes",
45.8583836,10.9784827,"node/4686913498",,"information","yes",
45.8595861,10.9783137,"node/4686913499",,"information",,
45.8516231,10.9113345,"node/4692003971","Bordina bassa","information",,
45.8522604,10.9071585,"node/4692003972","ex Cimitero di Guerra","information",,"yes"
46.1237547,11.1329778,"node/4693421868",,"information","yes",
46.1238289,11.1341374,"node/4693421873",,"information","yes",
46.1238365,11.1343561,"node/4693421874",,"information","yes",
46.1247399,11.1309615,"node/4693421878",,"information","yes",
46.12594,11.1292326,"node/4693421881",,"information","yes",
46.1286101,11.1433723,"node/4694175288","Agli Orti","information","yes",
46.1368659,11.1399512,"node/4694175489","Capitel de Le Crosare","information","yes",
46.1317814,11.1417266,"node/4694175496","Le Gorghe","information","yes",
46.1189342,11.1462373,"node/4694175497","Maso Pralungo","information","yes",
46.1212843,11.1422655,"node/4694175498","Valle Rio di Cortesano","information","yes",
46.1188631,11.14643,"node/4694175500",,"information","yes",
46.1199669,11.145574,"node/4694175501",,"information","yes",
46.1282088,11.1433485,"node/4694175503",,"information","yes",
46.1285479,11.1373305,"node/4694175504",,"information","yes","no"
46.1300661,11.1268215,"node/4694175505",,"information","yes",
46.1302128,11.1260992,"node/4694175506",,"information","yes",
46.1321001,11.1418003,"node/4694175512",,"information","yes",
46.1322834,11.1417656,"node/4694175513",,"information","yes",
46.1333839,11.1332417,"node/4694175517",,"information","yes",
46.1352613,11.1334226,"node/4694175520",,"information","yes",
46.1355974,11.1408752,"node/4694175522",,"information","yes",
46.120283,11.1550066,"node/4695015591",,"information","yes",
46.1303687,11.1272352,"node/4695015592",,"information","yes",
46.1305692,11.1269254,"node/4695015593",,"information","yes",
46.1341559,11.118588,"node/4695015597",,"information","yes",
46.1364527,11.1189855,"node/4695015598",,"information","yes",
46.1375438,11.117777,"node/4695015599",,"information","yes",
46.3509724,10.6389567,"node/4714987475",,"information",,
46.3483747,10.6278705,"node/4714987476",,"information",,
46.2176855,11.1576661,"node/4732313637",,"information",,
46.2174616,11.1534879,"node/4732313638",,"information",,
46.043268,11.1875304,"node/4739522649","Sella della Marzola - Stoi del Chegul","information","yes",
46.0358129,11.1867097,"node/4739522650","Cima Marzola Nord - Cima Marzola Sud","information","yes",
46.0303924,11.185364,"node/4739522708","Sella della Marzola","information","yes",
46.219172,11.1026344,"node/4740516473","Ponte della Fusina","information",,
46.3471219,10.9133263,"node/4745914268",,"information",,
46.256848,10.5849879,"node/4751825206",,"information",,
46.2600593,10.6070387,"node/4751825234",,"information",,
46.2566729,10.6090321,"node/4751825236",,"information",,
45.7104176,11.0809442,"node/4798303241",,"information",,
45.7116485,11.0863546,"node/4798303253","Pomer","information",,
45.7185391,11.0777919,"node/4798303260","Acque Nere","information",,
46.1618337,11.4803296,"node/4798315740",,"information","yes",
46.1416931,11.4683126,"node/4798315772","398","information","yes",
46.1648301,11.4619989,"node/4798482865","Malga Ziolera","information","yes",
46.1743968,11.4717278,"node/4798482886",,"information","yes",
46.163071,11.4597096,"node/4798817558",,"information","yes",
46.1985875,11.7758412,"node/4813752624",,"information","yes",
46.200358,11.7840778,"node/4813752625","358","information","yes",
46.1999298,11.783822,"node/4813752628",,"information","yes",
46.197886,11.7780989,"node/4813752630",,"information","yes",
46.2043081,11.7694262,"node/4813752647",,"information","yes",
46.2024101,11.7881748,"node/4813752649",,"information","yes",
46.2027391,11.76328,"node/4813752650","Alpe Pisorno","information","yes",
45.9573848,11.197183,"node/4839553471",,"information","yes",
45.9612836,11.2130887,"node/4841225622",,"information","yes",
45.9621406,11.2145467,"node/4841225623",,"information","yes",
45.9710086,11.1858659,"node/4841366079",,"information","yes",
45.9502196,11.2082588,"node/4841945331",,"information","yes",
45.9518889,11.2039756,"node/4841945332",,"information","yes",
46.0648234,11.5555405,"node/4874625684","Sentiero delle Ravacene","information","yes",
46.0096158,11.6254999,"node/4876019153",,"information",,
45.8987465,10.6729576,"node/4876123853",,"information",,
45.8962041,10.8315003,"node/4876171513",,"information",,
45.8968584,10.8317243,"node/4876171514",,"information",,
45.8960426,10.8350368,"node/4876171519",,"information",,
45.8969092,10.825447,"node/4876171624","Cascata dell'Ert","information",,
45.8950948,10.8295423,"node/4876171651","Laste Basse","information",,
45.794594,10.875172,"node/4876204513",,"information",,
45.7547667,10.9028202,"node/4876263639",,"information",,
45.7452738,10.8977374,"node/4876263711","Preafessa","information",,
45.7351728,10.8888781,"node/4876263752","Ponte della Balanzà","information",,
45.7370842,10.8891597,"node/4876263814",,"information",,
45.7392267,10.8876631,"node/4876263825","Villa Arvedi","information","yes",
45.7546881,10.8981948,"node/4876263885",,"information",,
45.7585497,10.8957137,"node/4876263886",,"information","yes",
45.7365675,10.8893689,"node/4876265237",,"information",,
45.8330431,11.1926705,"node/4880435022","Malga Gulva","information","yes",
45.8127546,11.1770188,"node/4880435047","Sorgente","information","yes",
45.9317522,10.8589735,"node/4881918755","Sat 409B","information",,
46.1342221,11.881449,"node/4921844798",,"information","yes",
46.132737,11.8843364,"node/4921844799","Col Talaus","information","yes",
46.1350046,11.8944383,"node/4921844800","Pinteri","information","yes",
46.1515619,11.9121958,"node/4921849438","Acquedotto Neva","information","yes",
46.1505896,11.9015032,"node/4921849444","Col di S. Piero","information","yes",
46.1405589,11.8870562,"node/4921849445","Casera Scaorin","information","yes",
46.1438523,11.8861866,"node/4921849447",,"information","yes",
46.1408408,11.8772066,"node/4921849465","Pranove","information","yes",
46.1391197,11.8743863,"node/4921849466","Costa Bela","information","yes",
46.1358965,11.8752319,"node/4921849467","Vaticano","information","yes",
46.1336512,11.8807778,"node/4921849468","Buse","information","yes",
46.0756045,11.4170497,"node/4929074124","Monte Poffen","information",,
46.074133,11.4283477,"node/4929074156","Monte Rucole","information",,
46.074133,11.4283477,"node/4929074157","Monte Pralongo","information",,
46.2069827,11.8540201,"node/4936577906","Fosne","information","yes",
46.2113011,11.8449703,"node/4936577907","Forcella Col dei Cistri","information","yes",
46.2242801,11.8282253,"node/4936577911",,"information","yes",
46.2241103,11.8233933,"node/4936577912","Ronzi","information","yes",
46.229908,11.8189998,"node/4936577913",,"information","yes",
46.2335539,11.8177485,"node/4936577914",,"information","yes",
46.2391446,11.8155853,"node/4936577915","Civertaghe","information","yes",
46.2488833,11.8183473,"node/4936577916",,"information","yes",
46.2455506,11.8173945,"node/4936577917",,"information","yes",
46.2124519,11.8498009,"node/4936658467","Rodena","information","yes",
46.0637548,11.4297361,"node/4937210785","Frazione Stauda","information",,
46.0561415,11.4421102,"node/4937210786","Località 4° Boale","information",,
46.0774573,11.4024973,"node/4938418366","Località Dossi","information",,
46.0801221,11.4863905,"node/4938470155","Località Tezza","information",,
46.0801221,11.4863896,"node/4938470156","Località Pozze","information",,
46.0801223,11.4863894,"node/4938470157","Località Salvadori","information",,
46.0506291,11.4000952,"node/4952332314",,"information",,
46.0517216,11.4012648,"node/4952332315",,"information",,
46.0517216,11.4012648,"node/4952332316",,"information",,
46.0517216,11.4012648,"node/4952332317",,"information",,
46.0517216,11.4012648,"node/4952332318",,"information",,
46.1589698,11.74346,"node/4955546472",,"information",,
46.0450241,11.4987476,"node/4958840860",,"information",,
46.0419245,11.505139,"node/4958841423",,"information",,
46.0413765,11.4994455,"node/4958841941",,"information",,
46.0390872,11.5023162,"node/4958842223",,"information",,
46.036994,11.5072755,"node/4958842224",,"information",,
46.0397092,11.5062136,"node/4958842225",,"information",,
46.0414748,11.5068468,"node/4958842226",,"information",,
46.0394528,11.5068676,"node/4958842227",,"information",,
46.0429519,11.4605713,"node/4968009972","Località alla Croce","information",,
46.4373784,11.7595156,"node/4968597224",,"information","yes",
46.4385611,11.717741,"node/4968597225",,"information","yes",
45.7641801,10.9413792,"node/4969126523",,"information",,
46.3976315,11.7210442,"node/4970932030","x Sass Morin","information","yes",
46.393018,11.7070741,"node/4970932033",,"information","yes",
46.4000741,11.7036774,"node/4970932034",,"information","yes",
46.4019367,11.7039397,"node/4970932037","Sas Aut","information","yes",
46.4044762,11.7028454,"node/4970932038",,"information","yes",
46.4059549,11.7012743,"node/4970932040",,"information","yes",
46.4065523,11.7011154,"node/4970932041",,"information","yes",
46.421502,11.623835,"node/4972454915","Torre Finestra","information","yes",
46.4229754,11.6221039,"node/4972454916","Pian del Diaol","information","yes",
46.4230337,11.6217804,"node/4972454917","Sforcela de le Rode","information","yes",
46.0460781,10.6694092,"node/4973875521","pian de san Martin","information","yes",
46.0492794,10.661414,"node/4973875522","bait fontana delle Laste","information","yes",
45.7361108,11.1688101,"node/4980463521",,"information","yes",
45.7490949,11.1701655,"node/4980463523",,"information","yes",
46.0446446,11.4872156,"node/4986495172",,"information",,
46.0429499,11.4908858,"node/4986496227",,"information",,
46.041747,11.4964183,"node/4986505746","Capitello dei cantori","information",,
46.0531817,10.5134901,"node/5000770850","Diga di Malga Bissina","information","yes",
46.0710249,10.5414696,"node/5000770881",,"information","yes",
46.0849008,10.5615379,"node/5000770887",,"information","yes",
46.0849996,10.561246,"node/5000770893",,"information","yes",
46.0843048,10.562494,"node/5000770907",,"information","yes",
46.0835255,10.5605901,"node/5000770908",,"information","yes",
46.083538,10.5584379,"node/5000770909","Malga Val di Fumo","information","yes",
46.0711689,10.5407376,"node/5000770915","Malga di Breguzzo","information","yes",
46.0546005,10.5133657,"node/5000771053",,"information","yes",
46.053212,10.5135317,"node/5001187303",,"information",,
46.1242991,11.5481101,"node/5002747264",,"information","yes",
46.0563334,10.5750894,"node/5010922997",,"information",,
46.1901001,10.9768885,"node/5015285668","Brenzati","information",,
45.9461248,10.8964718,"node/5018472623",,"information",,
46.4024396,11.7760151,"node/5030354880","Banch de la Campagnacia","information","yes",
46.4101034,11.8236383,"node/5030447486",,"information",,
46.0016323,11.4357799,"node/5031822808",,"information","yes",
46.0025438,11.4357027,"node/5031822809",,"information","yes",
45.9941815,11.4368615,"node/5031827031","Baite Lanzola","information","yes",
46.0766335,10.5281889,"node/5035243113",,"information",,
46.0905303,10.5666148,"node/5035244590",,"information",,
46.2710078,10.9235752,"node/5047011793",,"information",,
46.1707246,11.4261164,"node/5057752641","Passo Mangheneto","information","yes",
46.1685422,11.4237577,"node/5057752642","Bivacco Mangheneto","information","yes",
46.1648826,11.3994853,"node/5057752648","Passo Cadin","information","yes",
46.1634447,11.3846257,"node/5057752649","Passo Scalet","information","yes",
46.1612207,11.3868309,"node/5057752650","Busa di Fregasoga","information","yes",
46.1582386,11.3900967,"node/5057752651","Malga Cagnon di Sopra","information","yes",
46.3037823,11.4417114,"node/5062982127",,"information",,
46.3546043,11.4926214,"node/5062982130",,"information",,
46.3550224,11.4905649,"node/5062982132",,"information",,
46.1516004,11.5167817,"node/5067276124",,"information",,
46.1500401,11.5215889,"node/5067276290",,"information",,
46.0189882,11.4633157,"node/5078434976",,"information","yes",
46.1324707,11.5483611,"node/5085395985","Piana Caldenave","information","yes",
46.2175634,11.1590993,"node/5098864849","Val dei Teari","information",,
45.8638738,10.9167512,"node/5111592169",,,,
45.842655,11.115238,"node/5128015600","Torno","information",,
46.0328994,11.4826686,"node/5142765437",,"information","yes",
46.0321171,11.4835782,"node/5142765438",,"information","yes",
45.7835305,11.0755828,"node/5154263586","capella San Marco","information","yes",
45.7817045,11.0771117,"node/5154263587","capella San Marco","information","yes",
45.870391,11.2065948,"node/5168037819","Senter delle Calchere","information","yes",
45.9090653,10.7590363,"node/5203966502","Malga di Saval","information","yes",
46.4037133,11.8277559,"node/5208828471","Zicole Contrin","information",,
46.3300963,10.5991855,"node/5208828472",,"information",,
46.0830777,11.5104467,"node/5248488032",,"information",,
46.0824371,11.5131515,"node/5248488033",,"information",,
46.0824683,11.5131683,"node/5248488034",,"information",,
46.0838236,11.515498,"node/5248488035",,"information",,
46.0838547,11.5155148,"node/5248488036",,"information",,
46.0828513,11.5152179,"node/5254904263",,"information",,
46.0091641,10.5152625,"node/5302481517",,"information","yes",
45.7205515,10.8616148,"node/5302955971",,"information","yes",
45.7208321,10.8610263,"node/5303292332",,"information","yes",
45.7218186,10.8623379,"node/5304505216","Acquenere","information","yes",
45.7193493,10.8555597,"node/5304555296",,"information","yes",
45.9527193,11.262036,"node/5323396277",,,,
45.9553661,11.2670139,"node/5332680894",,,,
46.0375234,11.5187922,"node/5457568542",,"information",,
46.0390688,11.5180977,"node/5506638903",,"information",,
46.0617412,11.5553065,"node/5537655400",,"information",,
45.863692,10.8160047,"node/5548110074",,"information","yes",
45.8653446,10.8201565,"node/5548110079",,"information","yes",
45.8644399,10.8177097,"node/5548123281",,"information","yes",
46.0792145,11.3949332,"node/5548330019","Malga Trenca","information","yes",
46.2783884,11.4516056,"node/5556283310",,"information",,
46.277962,11.4519301,"node/5556283311",,"information",,
46.2778869,11.4524867,"node/5556283312",,"information",,
46.277213,11.4530244,"node/5556283313",,"information",,
46.2759005,11.4538479,"node/5556283314",,"information",,
46.273342,11.4562538,"node/5556283315",,"information",,
46.2729638,11.4565596,"node/5556283316",,"information",,
46.2772288,11.4755362,"node/5556283317",,"information",,
46.2735404,11.4647886,"node/5556283318",,"information",,
46.0701118,11.5859542,"node/5582200940","Driocastello","information","yes",
46.0629862,11.5937063,"node/5588831091",,"information","yes",
46.0554018,11.6003931,"node/5588831092",,"information","yes",
46.05325,11.5979201,"node/5588831093",,"information","yes",
46.0506216,11.5934193,"node/5588831094",,"information","yes",
46.0461836,11.5876633,"node/5588831095",,"information","yes",
46.0439169,11.590831,"node/5588831096",,"information","yes",
46.0438741,11.5908598,"node/5588831097",,"information","yes",
46.0438453,11.5908551,"node/5588831098",,"information","yes",
46.049157,11.5826214,"node/5588832446",,"information","yes",
46.0493371,11.5825926,"node/5588832447","La Forzeleta","information","yes",
46.066579,11.5758227,"node/5588832468","Campigolo Malga Valle","information","yes",
46.0672552,11.5769844,"node/5588832469",,"information","yes",
46.2978352,10.7627915,"node/5609627004",,"information","yes",
45.6926365,11.12582,"node/5623650221","Orti Forestali","information","yes",
45.8990979,10.636446,"node/5643835473",,"information",,
45.9109641,10.648984,"node/5643835481",,"information","yes",
46.0170727,11.4494979,"node/5652209807",,"information",,
45.8880616,10.7794475,"node/5658091088","Sella","information",,
45.8868217,10.7839369,"node/5658092673","Alle Scale","information",,
45.884994,10.7648304,"node/5658247660",,"information",,
45.7844832,11.1861366,"node/5682221735",,"information",,
45.7843036,11.1868729,"node/5682221736",,"information",,
45.7935906,11.1801794,"node/5682221737",,"information",,
45.7925293,11.1848277,"node/5682221738",,"information",,
45.7947099,11.1841249,"node/5682221739",,"information",,
45.7936439,11.1764538,"node/5682221740","Selletta Damaggio","information",,
46.1862855,11.9049753,"node/5695979063",,"information","yes",
45.7193025,11.1415181,"node/5712276324",,"information","yes",
45.7495483,11.1695894,"node/5712280281","Selletta Nord - Ovest","information","yes",
