"stopId","stopName","stopLat","stopLon","wheelchairBoarding"
1402,"Via Saibanti",45.888111,11.036707,0
1410,"Via Zeni 'Centro Tecnofin'",45.890465,11.032705,2
1685,"Via Macello",45.894308,11.032788,0
2319,"Via Magazol Viale Trento",45.898988,11.042024,1
2349,"S.Lucia Chiesa",45.914954,11.02557,2
2475,"Maso Valduga",45.899926,11.054673,2
2476,"Bosco Della Citta'",45.901613,11.055394,0
2477,"Maso Valduga",45.899767,11.054287,2
2478,"Via Vallunga Bivio M. Pipel",45.895243,11.051973,2
2504,"Mori Via Del Garda",45.851519,10.972511,2
2761,"S.Lucia Chiesa",45.914889,11.025888,2
2822,"Mori Via Filzi",45.854392,10.972143,2
2823,"Mori Via Don Sturzo",45.85334,10.97003,2
2825,"Via All'adige",45.888336,11.018627,0
2831,"Via Balista Ist. Veronesi",45.896064,11.030964,2
2841,"Nogaredo Via Verdi",45.911618,11.02456,2
2873,"Casette",45.880722,11.017851,0
2896,"Noriglio Scuole Elementari",45.881946,11.068808,2
2981,"Isera Scuole Elementari",45.882862,11.008239,2
2987,"Stadio Quercia",45.90113,11.036179,0
2999,"Piazza Filzi Via Del Porto",45.883944,11.01814,2
3001,"Via Perosi",45.904236,11.044054,0
3002,"Villa Lagarina Sc.Medie",45.917932,11.031627,2
3005,"Stazione Fs",45.891786,11.034255,0
3006,"Via Benacense Scuole Ex Edili",45.880053,11.035461,2
3010,"Nogaredo Via S.Biagio",45.911887,11.025335,2
3011,"Viale Dei Colli Campolongo",45.887924,11.057295,2
3012,"Viale Dei Colli Campolongo",45.887949,11.057573,2
6015,"Strigno-Via Marconi 49",46.068378,11.522114,0
1178,"Lizzanella",45.876161,11.032031,0
1431,"Via Craffonara",45.886658,11.034356,0
4797,"Costasavina Via S.Martino 27",46.060993,11.224454,0
5609,"Borgo-Bocciodromo",46.051717,11.454155,0
778,"Pinzolo",46.157164,10.765988,0
801,"Campo Carlomagno",46.242978,10.840032,0
4037,"Gardolo-Cima",46.099389,11.111638,0
777,"Giustino-Hotell Royal",46.152049,10.766492,0
2529,"Zambana",46.151196,11.09659,0
2652,"Zambana Aicheri",46.154152,11.092792,0
2654,"Maso San Valentino",46.159261,11.09811,0
150,"Povo Valoni",46.065746,11.146326,1
153,"Montevaccino di Sotto",46.109508,11.140097,2
4238,"Maso Quadrifoglio",46.173866,11.105303,0
4244,"Seio Paese",46.418672,11.127114,0
4438,"Cazzano-Loc. Piazzoli 1",45.814436,10.963957,0
4528,"Maso Tasin",46.027052,11.22216,0
4612,"Sorne-Stalla",45.810269,10.953964,0
4850,"Imer Via Meatoli",46.148666,11.796557,0
5073,"Scanna Civ. 51",46.39474,11.02458,0
5091,"Tobia-Gionghi",45.940362,11.262788,0
5498,"Predazzo-Loc. Gac",46.300349,11.588872,0
5585,"Mechel Capitello--Civ. 28",46.348645,11.021343,0
5706,"Polsa Bivio",45.784295,10.944359,0
5707,"Prada Bivio Per La Polsa",45.800632,10.955918,0
196,"Ravina Chiesa",46.037726,11.107755,2
197,"Ravina Piazza",46.037878,11.108509,1
212,"Romagnano Rimoni",46.016488,11.108269,1
222,"San Donà",46.070879,11.139532,2
224,"San Lazzaro Ponte Avisio",46.137885,11.118354,1
228,"Piazza Madonna Delle Laste",46.074103,11.135256,0
229,"Sopramonte Piazza Oveno",46.071317,11.059207,2
233,"Sopramonte 'Valle'",46.07595,11.055788,2
234,"Sopramonte 'Novai'",46.067706,11.061545,1
279,"Martignano Capitel",46.082132,11.127158,2
289,"Ss 12 'Paludi'",46.102643,11.11049,2
305,"Caneppele Goio",46.094431,11.105006,2
310,"Conci De Riccabona",46.039645,11.140944,2
319,"Degasperi 'Big Center'",46.044947,11.128128,2
342,"Gandhi 'Parco Anna Frank'",46.051689,11.124402,1
383,"Menguzzato 'Centro Civico'",46.040449,11.13169,1
425,"Solteri Largaiolli",46.090005,11.120776,1
439,"Sp 90 'Maso Prudenza'",46.028867,11.111521,2
446,"Vittorio Veneto 'S.Giuseppe'",46.057772,11.119307,1
451,"Venezia Cave",46.066491,11.132676,2
484,"Villazzano Piazza Nicolini",46.048986,11.145976,1
1302,"Marco Via Alla Ghiffa",45.840222,11.009563,2
1335,"Viale Dei Colli 'Distributore'",45.887518,11.059253,2
1362,"Via Benacense Parco Ferrari",45.877921,11.033242,1
1391,"Via Paoli",45.891431,11.040037,0
1398,"Via Puccini Via Perosi",45.903785,11.045042,1
2221,"Casa Nel Bosco",45.882386,11.076318,0
2246,"Mori Piazza Cal di Ponte",45.85172,10.977892,2
2289,"Ss.240 'Millennium Sud'",45.868678,11.014119,2
2296,"Saltaria",45.895205,11.067408,2
2395,"S.Bernardo",46.40124,10.845317,0
2309,"Via Della Libertà",45.884868,11.017591,0
2322,"Via Puccini Via Donizetti",45.901706,11.046261,1
2375,"Trieste 'Busa'",46.064822,11.135627,1
2430,"Sanseverino Monte Baldo",46.057694,11.11258,2
2502,"Vigo Meano Don Perugini",46.132987,11.133921,2
2668,"Fersina 'Zona Artigianale'",46.038207,11.124589,1
2676,"Via Cittadella Via Mozart",45.901288,11.040122,1
2767,"Vigo Meano 'S.Pietro'",46.128251,11.134574,1
2768,"Via Unione Scuole Filzi",45.888575,11.024197,2
2801,"Vela 'Scuole S.Vigilio'",46.081292,11.102659,1
2833,"Povo 'Polo Scientifico' Ovest",46.067348,11.150372,1
2927,"Venezia 'Port'aquila'",46.069525,11.127855,1
1888,"Vanza",45.852886,11.077952,0
2973,"Piazzale Divisioni Alpine",46.071069,11.109927,1
2991,"Parcheggio Area Camper",46.034263,11.127218,0
11,"Castello di Fiemme",46.281206,11.434741,0
51,"Alba di Canazei-Hotel Ariston",46.466319,11.780898,0
81,"Gardolo-Loc.Lamar",46.129071,11.109731,0
105,"Faver-Ufficio Postale",46.183755,11.240754,0
117,"Molina di F.-Via Segherie",46.272436,11.424112,0
135,"Gardolo-Cicli Moser",46.102641,11.110469,0
578,"Trento-Via Valsugana",46.068327,11.136287,0
597,"Centrale di Bedollo",46.160828,11.302262,0
612,"Trento-Port'aquila",46.069905,11.128513,0
614,"Civezzano-Centro Europa",46.083653,11.198164,0
667,"Stramentizzo-Bivio",46.266408,11.406559,0
695,"S.Orsola-Loc. Doss Martin",46.11467,11.3076,0
725,"Cadine",46.088572,11.064986,0
727,"Vigolo Baselga-Paese",46.081449,11.044965,0
843,"Sardagna-Maso Scala",46.069871,11.097749,0
849,"Vaneze-Bivio Prà Della Fava",46.056968,11.076349,0
858,"Ponte Ragoli-Ss.237 Dir.Sarche",46.050263,10.786769,0
872,"Vaneze-Sp.85",46.051411,11.069391,0
873,"Vaneze-Norge",46.049242,11.06666,0
948,"Olle-Via Del Boaletto",46.040761,11.465108,0
962,"Pergine V.-Viale Dante",46.065908,11.228116,0
1002,"Castello Tesino",46.064873,11.633294,0
1039,"Casalino-Stadio Del Ghiaccio",46.072183,11.235642,0
1075,"S.Lucia",46.003159,11.840783,0
1082,"Arten",46.008708,11.831534,0
1121,"Calliano-Grafiche Manfrini",45.928835,11.093172,0
1125,"Rovereto-V.Le Trento",45.900157,11.041998,0
1148,"Riva Del G. C.Comm. 2000",45.896469,10.851309,0
1188,"Trento-Man",46.037835,11.130486,0
1189,"Trento-Ponte Cavaleggeri",46.059353,11.126297,0
1200,"Bellamonte-Albergo Zaluna",46.314589,11.647139,0
1268,"Torcegno-Segheria",46.07477,11.451065,0
1469,"Ceniga",45.951387,10.900851,0
1484,"Miola",46.126782,11.246524,0
1501,"Miola-Bivio Ferrari/Miola",46.124923,11.243146,0
1519,"Ville Del Monte",45.930259,10.822412,0
1536,"Trento-Via M.Baldo",46.057536,11.117437,0
1575,"Breguzzo-Loc. Petò",46.018713,10.711183,0
1886,"Vanza Vn",45.854586,11.078518,0
1625,"Fontanedo",45.978898,10.666773,0
1652,"Stenico-Scuola",46.04986,10.856623,0
1698,"Strigno-Loc. Colle",46.067492,11.515873,0
1749,"Vigo Cavedine Bivio",45.978039,10.977663,0
1765,"Pasina Bivio",45.905638,10.851485,0
1772,"Romagnano-Sp131 Km 1",46.012418,11.106722,0
1795,"Garniga-Piazza Lago",46.004809,11.08584,0
1869,"Rovereto-Ex Cartiera Ati",45.887115,11.050652,0
1884,"Boccaldo Alta",45.857597,11.087987,0
1896,"Lizzana-Rovercenter",45.864519,11.029207,0
1956,"Calliano-Bivio Folgaria",45.933019,11.09672,0
1967,"Rovereto-Via Bellavista",45.89092,11.047005,0
1970,"Noriglio-Beccachè",45.882075,11.071791,0
1971,"Costa di Noriglio",45.884272,11.07299,0
2019,"Rovereto-Via Dante",45.886462,11.040333,0
2036,"Rovereto-S.Maria",45.883632,11.040799,0
2063,"Valmorbia-Bivio Dosso",45.816939,11.094622,0
2077,"Piano di Vallarsa",45.771493,11.135679,0
2132,"Saccone-Loc. Al Bus",45.796067,10.965987,0
2241,"Rocce Rosse",46.031915,11.045708,0
2274,"Ponte Arche Sp5 Civ. 1",46.03511,10.868135,0
2319,"Rovereto-Via Barattieri",45.896492,11.040687,0
2358,"Regnana Via Dei Tamagi",46.158144,11.303494,0
2377,"Falcade Bivio Passo Valles",46.360072,11.844299,0
2418,"Dimaro P.Zza Centrale",46.325262,10.874894,0
2466,"Marilleva 'Albergo Sole Alto'",46.29852,10.818789,0
1175,"Ravazzone di Mori",45.858717,10.990649,0
2468,"Marilleva 1400 'Ag.Alpitour'",46.302481,10.810259,0
2533,"Spormaggiore Zona Industriale",46.227458,11.051655,0
2553,"Fai Paganella",46.177583,11.069132,0
2562,"Rallo",46.342731,11.046707,0
2566,"Tuenno",46.325965,11.022364,0
2616,"Pozza di Fassa 'Loc. Vac'",46.432642,11.687083,0
2643,"Masi di Vigo-Bivio",46.24899,11.068939,0
2697,"Campodenno-Bivio",46.2588,11.032814,0
2708,"Cavareno-Loc. Piena",46.402899,11.132187,0
1463,"Gaggiolo",45.993529,10.926561,0
2718,"Ruffrè-Giordani",46.419337,11.175865,0
2803,"Sornello-Piazzale Ex Dogana",46.182122,11.122684,0
2809,"Pergolese-Inc Via Dos Dei Pini",46.030486,10.95882,0
2816,"Daiano-Ss620 Bivio Per Daiano",46.299754,11.452598,0
3308,"Rovereto Scuola Ex Edili",45.879909,11.035312,0
3960,"Trento-Via Guardini",46.091632,11.119298,0
3969,"Pietramurata-Stab.Mecc.Sarca",46.025811,10.944803,0
4108,"Riva V.Le Rovereto Coop",45.881839,10.854328,0
4261,"Rovereto-Ospedale",45.881862,11.038386,0
4269,"Marco",45.841432,11.008357,0
4286,"S.Orsola Bivio Loc. Dosi",46.093569,11.283177,0
4383,"S.Michele Sp 58 Convitto",46.195558,11.13484,0
4466,"Cavareno Via Roma Civ. 20",46.405818,11.135391,0
4616,"Povo Via Mesiano",46.064943,11.141679,0
4687,"Cembra-Loc. Predole 23/2",46.169154,11.209925,0
4693,"Cagno'-Terrazza Dei Sapori",46.393652,11.034126,0
4721,"Rovereto-Ist. Veronesi",45.891286,11.034323,0
4743,"Riva V.Rovereto Dif. Coop",45.881612,10.854462,0
4749,"Riva Del G Vle Dante Alighieri",45.886213,10.844356,0
5049,"Rocce Rosse-Nuovi Golfi",46.032921,11.049854,0
5077,"S.Michele 'Fondazione-Mensa'",46.194907,11.135489,0
5141,"Coredo Via Zambaroni 12",46.349177,11.088842,0
2467,"Marilleva 'Telecabina'",46.300719,10.81381,0
5150,"Campitello Hotel Salvan",46.474285,11.73838,0
5152,"Mori-Trenitalia",45.861249,11.002346,0
5696,"Tomaselli Sp39 'Chiesetta'",46.06909,11.528336,0
5701,"Roveda-Maso Stiopetteri",46.071529,11.302337,0
5717,"Cimego Chiesa",45.912842,10.612673,0
5936,"Vigo di Fassa Prà De Carolina",46.418311,11.676947,0
166,"S.Francesco Porta Nuova",46.066776,11.126346,1
167,"Piazza Vicenza",46.062137,11.132764,0
2245,"Mori Bar Centrale",45.851666,10.978853,2
3009,"Volano Casa di Riposo",45.920407,11.066981,2
55,"Penia-Hotel Panarel",46.456572,11.801537,0
98,"Lisignago-Loc.Bedin",46.164966,11.203565,0
99,"Cembra-Cimitero",46.174519,11.217348,0
1248,"Trento-Via Valsugana",46.06912,11.136319,0
128,"Lisignago",46.160227,11.187885,0
795,"M.Campiglio Des Alpes",46.230343,10.827885,0
798,"M.Campiglio Brenta Alta",46.231942,10.826145,0
884,"Zuclo",46.03416,10.747301,0
1071,"Ponte Serra",46.029632,11.762566,0
1106,"Primolano-Staz. Fs",45.965663,11.701313,0
1173,"Mori-Bar Centrale",45.851608,10.978989,0
1891,"Pozzacchio",45.834522,11.082925,0
5727,"Mezzolordo Ex Sc. Media",46.216707,11.092588,0
2238,"Torbole",45.87086,10.875738,0
2246,"Cembra-Cimitero",46.174568,11.217545,0
2353,"Costa di Cimone",45.978262,11.060241,0
2383,"Lisignago-Casa di Riposo",46.161789,11.198439,0
2417,"Dimaro Coop",46.327363,10.872176,0
2447,"Mezzana Despar",46.315749,10.802461,0
2465,"Marilleva 900",46.314155,10.811592,0
2351,"Luxottica-Agordo",46.284248,12.021344,0
3002,"Cembra-Polo Scolastico",46.172897,11.223458,0
4021,"Lisignago-Campo Sportivo",46.158861,11.192014,0
2469,"Marilleva 1400 'Resid. Lores'",46.30361,10.809153,0
5805,"Canazei-Via Pareda",46.47629,11.770958,0
5814,"Mezzana-Est",46.317146,10.806872,0
5940,"Panchià-Casa Cantoniera",46.287224,11.531961,0
5942,"Predazzo Via Fiamme Gialle",46.303587,11.593642,0
5944,"Predazzo-Distributore Agip",46.317177,11.597112,0
5945,"Predazzo-Loc. Fol",46.32233,11.597912,0
5948,"Forno",46.34722,11.624669,0
5949,"Forno-Albergo Foresta",46.355078,11.634437,0
5952,"Moena-Albergo Trentino",46.373211,11.655352,0
5954,"Moena-Pezzè",46.381214,11.665691,0
5955,"Soraga-Hotel Al Lago",46.392382,11.6667,0
5959,"Pera di Fassa-Loc. Al Ponte",46.441657,11.695427,0
5964,"Tione-Via Circonvallazione 65",46.036584,10.72816,0
5968,"Strembo",46.120371,10.751922,0
5969,"Caderzone Bivio Con Via Pozze",46.124768,10.754291,0
207,"Romagnano 7 Fontane",46.014689,11.105064,2
211,"Romagnano Rimoni",46.016782,11.108221,1
257,"Gardolo 4 Nov. Canova",46.098861,11.112925,1
1301,"Marco",45.836852,11.011188,0
1373,"Viale Dei Colli Sc. Alberghiera",45.891046,11.047336,2
3138,"Bezzecca-Via Lamarmora",45.897422,10.720162,0
5624,"Marilleva 1400",46.304257,10.809213,0
5671,"Marilleva Sp 206 Km 6.4",46.303907,10.832291,0
1481,"Tesero Bivio",46.285506,11.523799,0
5811,"Mezzana-Ovest",46.316597,10.798333,0
5813,"Mezzana Caseificio",46.315525,10.801259,0
5937,"Tesero-Giardino Dolomiti",46.29229,11.485726,0
5938,"Tesero-Loc. Piera R",46.291372,11.492807,0
5939,"Tesero-Via Roma",46.289253,11.503194,0
2022,"Bivio Porte di Trambileno",45.883259,11.051312,0
5971,"Caderzone-Off. Alfa Romeo",46.131787,10.764304,0
5972,"Giustino",46.145927,10.768305,0
5974,"S.Antonio di Mav.-Loc. Pozze",46.183791,10.777007,0
5977,"S.Antonio di M.-Rio V.Rastrel",46.195343,10.795758,0
5978,"S.Antonio di M.-Palù",46.197373,10.797107,0
5979,"Madonna di C.-Loc.Paluac",46.205362,10.81326,0
5982,"Madonna di Campiglio-Vvff",46.22454,10.825264,0
5983,"Madonna di C.-Laghetto",46.226019,10.827868,0
5984,"Madonna di C.-Biv. V.Nambino",46.235465,10.826428,0
6046,"Mori-Bivio Sud",45.853367,10.967981,0
350,"Gocciadoro 'Arcate'",46.05491,11.133806,1
423,"Solteri 'Piazzina'",46.085516,11.122391,2
490,"Zell Marnighe",46.080366,11.138214,1
1349,"Lizzana Scuole Medie",45.870623,11.031133,1
1350,"Lizzanella Ss.12",45.875522,11.031822,2
1357,"Via Benacense Via Fiume",45.882042,11.03836,1
1413,"Viale Trento Via Magazol",45.899616,11.042207,1
2266,"Noriglio Mon. Ai Caduti",45.883665,11.070377,2
2374,"Trieste Fiume",46.063369,11.133421,2
2384,"Zambra 'Top Center'",46.091124,11.117966,2
2492,"Roncafort Bettine",46.097544,11.10222,1
2682,"Povo Sommarive",46.065586,11.150448,2
2763,"Gard.D.Mezzo Dos D.La Luna",46.115344,11.117269,2
2828,"Interporto 'Sait'",46.11337,11.090118,1
2924,"Cadine Della Fornas",46.086923,11.069368,2
2984,"Via Parteli",45.896553,11.03662,0
80,"Gardolo-Bivio Spini",46.118886,11.106155,0
133,"Lamar di Gardolo-Ss.12-Ftm",46.125856,11.107861,0
134,"Gardolo-Ss.12",46.108559,11.108767,0
532,"Trento-Via Giusti",46.063168,11.119074,0
611,"Ponte Alto",46.073949,11.150317,0
5916,"Bezzecca-Via Lamarmora",45.89661,10.71966,0
1612,"Lodrone",45.829192,10.535456,0
6049,"Linfano Bivio",45.875583,10.871503,0
6056,"S.Martino di C.-Motel Taufer",46.252478,11.802392,0
6058,"Valmesta Bivio Rif.Dismoni",46.222916,11.808835,0
1183,"Volano",45.917749,11.063577,0
6065,"Imer-Via Nazionale 1",46.151919,11.800797,0
6066,"Imer Via Nazionale 144",46.149793,11.791693,0
6069,"Pontet",46.106741,11.774054,0
6076,"Feltre-Ospedale",46.021853,11.908009,0
6077,"Feltre Pasquer",46.021084,11.919118,0
6084,"Padergnone-Case Enel",46.058818,10.982886,0
6085,"Padergnone-Loc.Barbazan",46.060053,10.990529,0
6087,"Vezzano",46.078435,11.000157,0
6090,"Zuclo Ss237 'Superm. Lidl'",46.040152,10.748601,0
6091,"Preore",46.046154,10.75811,0
6092,"Preore-Loc. Molina",46.047774,10.764534,0
6093,"Sarche-Bar Miravalle",46.044456,10.944797,0
173,"Tanzengiale Ovest Pezcoller",46.047739,11.113564,2
100,"Ss 12 'Le Caverne'",46.030338,11.132911,1
193,"Ravina Masere",46.039202,11.112293,1
723,"Trento-Via Brescia 4",46.070701,11.112276,0
841,"Trento-Maso Pedrotti",46.07556,11.098223,0
871,"Vaneze",46.051918,11.071938,0
1100,"Povo-Mesiano",46.066119,11.142772,0
1115,"Acquaviva",45.989952,11.12278,0
1124,"S.Ilario",45.908274,11.040552,0
1187,"Mattarello",46.005251,11.126637,0
1531,"Trento-Osp. S.Chiara",46.058154,11.131198,0
1532,"Trento-Ospedale S.Camillo",46.065482,11.131826,0
1535,"Trento-Via Barbacovi",46.064481,11.129758,0
1705,"Barcesino",45.870893,10.781512,0
1771,"Romagnano-Sp 131 Km 2",46.009349,11.119329,0
1773,"Romagnano-Cava Lonardi",46.007832,11.10792,0
1800,"Ravina Bivio",46.037512,11.114096,0
1813,"Valsorda",46.007836,11.156884,0
1866,"Rovereto-Via Craffonara",45.88659,11.034169,0
1893,"Rovereto-Ospedale",45.881832,11.038063,0
1968,"Campolongo-Noriglio",45.887004,11.063812,0
1969,"Noriglio",45.884541,11.069559,0
2213,"Trento-Via Bezzi",46.058466,11.11927,0
2243,"Rovereto-Via Vannetti",45.890246,11.035597,0
2280,"Baselga Del Bondone",46.078317,11.046923,0
2371,"Sopramonte Sp85 Loc. La Valle",46.075881,11.05603,0
2372,"Sopramonte Sp 85",46.075775,11.058709,0
2571,"Trento Nord-Zona Commerciale",46.090056,11.113028,0
2572,"Gardolo-Ferrovia",46.108097,11.104558,0
2530,"Borino",46.066995,11.165585,2
3721,"Bassano Del Grappa",45.766709,11.74165,0
3873,"Rovereto-Via Zugna Civ. 48",45.884392,11.049382,0
4068,"Mattarello-Via Nazionale",46.01356,11.131504,0
4100,"Via Dei Colli-Tornante",45.888407,11.054878,0
4243,"Rovereto Via Halbherr",45.885043,11.037665,0
4477,"S.Bartolameo-Staz. Fs",46.04746,11.135147,0
4704,"Villazzano Fs-P/Golfi Urbani",46.044756,11.13969,0
4802,"Trento Forte Bus De Vela",46.084939,11.070058,0
4921,"Trentino Trasporti",46.102234,11.094461,0
5035,"Noriglio Loc. Masi Brenta",45.878437,11.084034,0
5202,"Romagnano Loc.Torricella Sft",45.993002,11.098521,0
5475,"Rovereto-Via Savioli",45.892086,11.037432,0
152,"Montevaccino di Sotto",46.109439,11.139972,2
135,"Meano 'Campo Sportivo'",46.128279,11.120267,1
140,"Sp 76 'Via Rossa'",46.119812,11.111266,2
203,"Romagnano Nord",46.020174,11.110857,2
206,"Romagnano Fontanelle",46.014633,11.106836,2
223,"Lamar Sponda Trentina",46.134588,11.11169,2
247,"Piazza Dante 'Stazione Fs'",46.071917,11.119568,1
266,"Al Desert Ragazzi Del '99",46.046952,11.115704,1
270,"Apuleio 'Ponte S.Giorgio'",46.07622,11.11503,2
277,"Barbacovi 'Itg Pozzo'",46.064329,11.129974,1
285,"Lamar 'Sottostazione Enel'",46.130819,11.110121,2
306,"Spalliera Cereria",46.07417,11.128506,2
328,"Martignano Castori",46.083311,11.127683,1
331,"Ponte S.Giorgio",46.076974,11.114129,0
334,"F.Lli Fontana Oberziner",46.077461,11.116749,1
349,"Giusti 'Arcivescovile'",46.061394,11.11904,1
355,"Grazioli Brigata Acqui",46.067096,11.12881,2
371,"Maccani 'Ex Sloi'",46.087887,11.110721,1
385,"Menguzzato Al Casteller",46.038106,11.134135,1
391,"Missioni Africane",46.078671,11.127111,0
403,"Romagnosi Vannetti",46.072993,11.122651,1
420,"Segantini Centa",46.075601,11.122399,1
440,"Sp 90 'Maso Prudenza'",46.02929,11.111771,2
